,Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale
661095,Japan,2022,75-79,75,3463.817,4217.317
661096,Japan,2022,80-84,80,2295.466,3221.6940000000004
661097,Japan,2022,85-89,85,1367.648,2395.547
661098,Japan,2022,90-94,90,582.0169999999999,1394.0439999999999
661099,Japan,2022,95-99,95,138.283,506.569
661100,Japan,2022,100+,100,11.067,81.502
661101,Japan,2023,0-4,0,2300.39,2180.27
661102,Japan,2023,5-9,5,2607.999,2472.288
661103,Japan,2023,10-14,10,2833.591,2686.893
661104,Japan,2023,15-19,15,2887.847,2740.26
661105,Japan,2023,20-24,20,2990.466,2841.3909999999996
661106,Japan,2023,25-29,25,3106.1859999999997,2956.54
661107,Japan,2023,30-34,30,3266.952,3116.033
661108,Japan,2023,35-39,35,3663.5440000000003,3501.289
661109,Japan,2023,40-44,40,4039.8779999999997,3888.093
661110,Japan,2023,45-49,45,4659.914000000001,4513.983
661111,Japan,2023,50-54,50,4883.194,4766.965999999999
661112,Japan,2023,55-59,55,4100.897,4078.289
661113,Japan,2023,60-64,60,3751.43,3775.1409999999996
661114,Japan,2023,65-69,65,3708.3509999999997,3859.018
661115,Japan,2023,70-74,70,4072.995,4496.8009999999995
661116,Japan,2023,75-79,75,3637.578,4396.787
661117,Japan,2023,80-84,80,2349.531,3291.341
661118,Japan,2023,85-89,85,1401.68,2421.741
661119,Japan,2023,90-94,90,605.143,1427.299
661120,Japan,2023,95-99,95,158.28799999999998,544.367
661121,Japan,2023,100+,100,11.852,88.82
661122,Japan,2024,0-4,0,2283.439,2164.063
661123,Japan,2024,5-9,5,2528.834,2397.021
661124,Japan,2024,10-14,10,2812.5009999999997,2666.565
661125,Japan,2024,15-19,15,2879.888,2732.41
661126,Japan,2024,20-24,20,2958.151,2810.243
661127,Japan,2024,25-29,25,3096.527,2946.949
661128,Japan,2024,30-34,30,3209.781,3060.784
661129,Japan,2024,35-39,35,3578.256,3419.883
661130,Japan,2024,40-44,40,3981.9809999999998,3824.0959999999995
661131,Japan,2024,45-49,45,4449.866,4314.87
661132,Japan,2024,50-54,50,5008.241,4874.936
661133,Japan,2024,55-59,55,4175.9529999999995,4154.738
661134,Japan,2024,60-64,60,3800.987,3822.815
661135,Japan,2024,65-69,65,3619.2509999999997,3760.783
661136,Japan,2024,70-74,70,3936.2329999999997,4320.325
661137,Japan,2024,75-79,75,3770.256,4526.43
661138,Japan,2024,80-84,80,2434.226,3391.865
661139,Japan,2024,85-89,85,1440.974,2466.314
661140,Japan,2024,90-94,90,620.345,1466.83
661141,Japan,2024,95-99,95,164.301,562.7090000000001
661142,Japan,2024,100+,100,12.824000000000002,96.479
661143,Japan,2025,0-4,0,2260.8,2141.83
661144,Japan,2025,5-9,5,2456.625,2327.723
661145,Japan,2025,10-14,10,2775.667,2630.5370000000003
661146,Japan,2025,15-19,15,2871.2309999999998,2723.0440000000003
661147,Japan,2025,20-24,20,2933.198,2785.288
661148,Japan,2025,25-29,25,3078.5359999999996,2928.577
661149,Japan,2025,30-34,30,3164.91,3016.5190000000002
661150,Japan,2025,35-39,35,3499.167,3343.0559999999996
661151,Japan,2025,40-44,40,3909.587,3747.507
661152,Japan,2025,45-49,45,4285.097,4153.819
661153,Japan,2025,50-54,50,5037.951,4894.365
661154,Japan,2025,55-59,55,4289.041,4260.588
661155,Japan,2025,60-64,60,3851.2270000000003,3871.48
661156,Japan,2025,65-69,65,3563.906,3693.7729999999997
661157,Japan,2025,70-74,70,3813.301,4160.035
661158,Japan,2025,75-79,75,3836.292,4576.1
661159,Japan,2025,80-84,80,2556.131,3527.5040000000004
661160,Japan,2025,85-89,85,1489.455,2538.726
661161,Japan,2025,90-94,90,634.5980000000001,1520.5079999999998
661162,Japan,2025,95-99,95,152.024,557.9680000000001
661163,Japan,2025,100+,100,14.032,104.258
661164,Japan,2026,0-4,0,2255.241,2137.141
661165,Japan,2026,5-9,5,2398.644,2273.466
661166,Japan,2026,10-14,10,2727.708,2585.888
661167,Japan,2026,15-19,15,2864.785,2717.881
661168,Japan,2026,20-24,20,2918.208,2771.9309999999996
661169,Japan,2026,25-29,25,3057.636,2909.37
661170,Japan,2026,30-34,30,3133.573,2987.167
661171,Japan,2026,35-39,35,3420.38,3268.5809999999997
661172,Japan,2026,40-44,40,3830.623,3669.8190000000004
661173,Japan,2026,45-49,45,4157.77,4029.4359999999997
661174,Japan,2026,50-54,50,4976.306,4836.094
661175,Japan,2026,55-59,55,4431.321,4396.455
661176,Japan,2026,60-64,60,3895.138,3924.038
661177,Japan,2026,65-69,65,3535.388,3662.155
661178,Japan,2026,70-74,70,3682.665,4007.46
661179,Japan,2026,75-79,75,3806.6490000000003,4532.502
661180,Japan,2026,80-84,80,2670.949,3651.886
661181,Japan,2026,85-89,85,1534.896,2575.958
661182,Japan,2026,90-94,90,684.431,1565.52
661183,Japan,2026,95-99,95,170.62900000000002,595.607
661184,Japan,2026,100+,100,15.515,112.29700000000001
661185,Japan,2027,0-4,0,2239.0589999999997,2122.258
661186,Japan,2027,5-9,5,2351.535,2229.304
661187,Japan,2027,10-14,10,2665.821,2527.7870000000003
661188,Japan,2027,15-19,15,2858.427,2712.4809999999998
661189,Japan,2027,20-24,20,2908.551,2763.486
661190,Japan,2027,25-29,25,3029.742,2883.3259999999996
661191,Japan,2027,30-34,30,3117.7929999999997,2972.466
661192,Japan,2027,35-39,35,3343.842,3195.6659999999997
661193,Japan,2027,40-44,40,3746.798,3589.06
661194,Japan,2027,45-49,45,4072.403,3941.268
661195,Japan,2027,50-54,50,4820.808,4690.5109999999995
661196,Japan,2027,55-59,55,4613.857,4564.264
661197,Japan,2027,60-64,60,3934.877,3973.461
661198,Japan,2027,65-69,65,3546.5690000000004,3670.347
661199,Japan,2027,70-74,70,3562.303,3869.429
661200,Japan,2027,75-79,75,3727.558,4423.451
661201,Japan,2027,80-84,80,2816.232,3816.492
661202,Japan,2027,85-89,85,1569.516,2618.6839999999997
661203,Japan,2027,90-94,90,711.935,1579.037
661204,Japan,2027,95-99,95,195.842,641.045
661205,Japan,2027,100+,100,17.235,120.473
661206,Japan,2028,0-4,0,2215.379,2099.99
661207,Japan,2028,5-9,5,2316.334,2196.114
661208,Japan,2028,10-14,10,2594.258,2460.12
661209,Japan,2028,15-19,15,2847.298,2702.0429999999997
661210,Japan,2028,20-24,20,2902.3920000000003,2757.98
661211,Japan,2028,25-29,25,2998.33,2853.579
661212,Japan,2028,30-34,30,3111.0570000000002,2966.0429999999997
661213,Japan,2028,35-39,35,3272.986,3127.498
661214,Japan,2028,40-44,40,3659.875,3506.091
661215,Japan,2028,45-49,45,4014.877,3877.3379999999997
661216,Japan,2028,50-54,50,4609.018,4491.087
661217,Japan,2028,55-59,55,4797.352,4728.901
661218,Japan,2028,60-64,60,3982.5209999999997,4028.659
661219,Japan,2028,65-69,65,3585.885,3707.5029999999997
661220,Japan,2028,70-74,70,3457.8309999999997,3750.86
661221,Japan,2028,75-79,75,3620.238,4271.534000000001
661222,Japan,2028,80-84,80,2966.1440000000002,3987.7340000000004
661223,Japan,2028,85-89,85,1605.1960000000001,2675.225
661224,Japan,2028,90-94,90,730.335,1593.007
661225,Japan,2028,95-99,95,214.993,675.926
661226,Japan,2028,100+,100,19.117,128.731
661227,Japan,2029,0-4,0,2193.029,2078.53
661228,Japan,2029,5-9,5,2289.152,2170.053
661229,Japan,2029,10-14,10,2522.229,2391.453
661230,Japan,2029,15-19,15,2824.4040000000005,2679.748
661231,Japan,2029,20-24,20,2896.52,2752.075
661232,Japan,2029,25-29,25,2969.663,2825.8759999999997
661233,Japan,2029,30-34,30,3102.934,2957.702
661234,Japan,2029,35-39,35,3212.887,3068.923
661235,Japan,2029,40-44,40,3573.7,3423.232
661236,Japan,2029,45-49,45,3958.531,3814.3740000000003
661237,Japan,2029,50-54,50,4402.55,4293.306
661238,Japan,2029,55-59,55,4921.483,4836.407
661239,Japan,2029,60-64,60,4058.12,4105.452
661240,Japan,2029,65-69,65,3635.553,3755.947
661241,Japan,2029,70-74,70,3379.119,3658.1420000000003
661242,Japan,2029,75-79,75,3512.48,4113.11
661243,Japan,2029,80-84,80,3081.921,4116.590999999999
661244,Japan,2029,85-89,85,1665.4270000000001,2766.857
661245,Japan,2029,90-94,90,743.138,1623.1889999999999
661246,Japan,2029,95-99,95,218.92,689.7510000000001
661247,Japan,2029,100+,100,21.052,137.016
661248,Japan,2030,0-4,0,2178.149,2063.474
661249,Japan,2030,5-9,5,2262.7110000000002,2144.016
661250,Japan,2030,10-14,10,2458.151,2329.55
661251,Japan,2030,15-19,15,2785.8959999999997,2641.736
661252,Japan,2030,20-24,20,2888.35,2742.97
661253,Japan,2030,25-29,25,2947.54,2803.532
661254,Japan,2030,30-34,30,3086.942,2940.953
661255,Japan,2030,35-39,35,3166.402,3022.535
661256,Japan,2030,40-44,40,3491.055,3342.157
661257,Japan,2030,45-49,45,3887.116,3737.94
661258,Japan,2030,50-54,50,4240.196,4132.3679999999995
661259,Japan,2030,55-59,55,4950.7029999999995,4854.5470000000005
661260,Japan,2030,60-64,60,4170.433,4210.222
661261,Japan,2030,65-69,65,3685.133,3804.275
661262,Japan,2030,70-74,70,3333.1240000000003,3595.735
661263,Japan,2030,75-79,75,3418.785,3970.7270000000003
661264,Japan,2030,80-84,80,3143.309,4174.479
661265,Japan,2030,85-89,85,1759.078,2902.466
661266,Japan,2030,90-94,90,758.789,1682.745
661267,Japan,2030,95-99,95,201.923,679.6210000000001
661268,Japan,2030,100+,100,22.956999999999997,145.266
661269,Japan,2031,0-4,0,2171.594,2058.049
661270,Japan,2031,5-9,5,2238.827,2122.285
661271,Japan,2031,10-14,10,2407.063,2282.173
661272,Japan,2031,15-19,15,2737.8740000000003,2597.407
661273,Japan,2031,20-24,20,2881.755,2737.847
661274,Japan,2031,25-29,25,2933.1690000000003,2790.9709999999995
661275,Japan,2031,30-34,30,3066.724,2922.7870000000003
661276,Japan,2031,35-39,35,3135.776,2994.29
661277,Japan,2031,40-44,40,3413.23,3268.9590000000003
661278,Japan,2031,45-49,45,3809.265,3661.762
661279,Japan,2031,50-54,50,4115.544,4010.43
661280,Japan,2031,55-59,55,4890.088,4798.36
661281,Japan,2031,60-64,60,4310.517,4346.334
661282,Japan,2031,65-69,65,3728.578,3857.145
661283,Japan,2031,70-74,70,3307.9590000000003,3565.828
661284,Japan,2031,75-79,75,3302.344,3825.929
661285,Japan,2031,80-84,80,3114.364,4124.766
661286,Japan,2031,85-89,85,1864.22,3014.2490000000003
661287,Japan,2031,90-94,90,811.058,1736.785
661288,Japan,2031,95-99,95,219.763,707.7389999999999
661289,Japan,2031,100+,100,24.845,153.866
661290,Japan,2032,0-4,0,2166.8070000000002,2054.17
661291,Japan,2032,5-9,5,2219.077,2104.226
661292,Japan,2032,10-14,10,2364.03,2242.124
661293,Japan,2032,15-19,15,2674.921,2538.594
661294,Japan,2032,20-24,20,2875.188,2732.4190000000003
661295,Japan,2032,25-29,25,2923.77,2782.94
661296,Japan,2032,30-34,30,3039.1079999999997,2897.259
661297,Japan,2032,35-39,35,3120.26,2980.1479999999997
661298,Japan,2032,40-44,40,3337.237,3196.744
661299,Japan,2032,45-49,45,3726.257,3581.8979999999997
661300,Japan,2032,50-54,50,4031.777,3923.676
661301,Japan,2032,55-59,55,4737.43,4654.941
661302,Japan,2032,60-64,60,4489.777,4513.666
661303,Japan,2032,65-69,65,3768.32,3906.993
661304,Japan,2032,70-74,70,3321.3179999999998,3575.633
661305,Japan,2032,75-79,75,3195.1679999999997,3696.3059999999996
661306,Japan,2032,80-84,80,3048.848,4022.7729999999997
661307,Japan,2032,85-89,85,1979.1979999999999,3155.5640000000003
661308,Japan,2032,90-94,90,836.2810000000001,1763.372
661309,Japan,2032,95-99,95,245.59099999999998,742.216
661310,Japan,2032,100+,100,26.708000000000002,162.502
661311,Japan,2033,0-4,0,2164.3089999999997,2052.06
661312,Japan,2033,5-9,5,2203.259,2089.413
661313,Japan,2033,10-14,10,2327.57,2207.7729999999997
661314,Japan,2033,15-19,15,2603.04,2470.65
661315,Japan,2033,20-24,20,2864.087,2722.034
661316,Japan,2033,25-29,25,2917.5490000000004,2777.388
661317,Japan,2033,30-34,30,3007.6820000000002,2867.461
661318,Japan,2033,35-39,35,3113.4629999999997,2973.672
661319,Japan,2033,40-44,40,3266.612,3128.658
661320,Japan,2033,45-49,45,3639.9809999999998,3499.2
661321,Japan,2033,50-54,50,3974.9390000000003,3860.125
661322,Japan,2033,55-59,55,4530.038,4457.456
661323,Japan,2033,60-64,60,4669.804,4677.179
661324,Japan,2033,65-69,65,3815.8259999999996,3962.349
661325,Japan,2033,70-74,70,3361.152,3613.7540000000004
661326,Japan,2033,75-79,75,3103.7140000000004,3585.063
661327,Japan,2033,80-84,80,2968.816,3890.764
661328,Japan,2033,85-89,85,2082.369,3296.472
661329,Japan,2033,90-94,90,856.6160000000001,1798.83
661330,Japan,2033,95-99,95,265.529,770.546
661331,Japan,2033,100+,100,28.546999999999997,171.00900000000001
661332,Japan,2034,0-4,0,2162.131,2049.6020000000003
661333,Japan,2034,5-9,5,2190.708,2077.036
661334,Japan,2034,10-14,10,2294.873,2176.257
661335,Japan,2034,15-19,15,2532.286,2402.8920000000003
661336,Japan,2034,20-24,20,2841.817,2700.1409999999996
661337,Japan,2034,25-29,25,2911.748,2771.3459999999995
661338,Japan,2034,30-34,30,2979.136,2839.5209999999997
661339,Japan,2034,35-39,35,3105.403,2965.0429999999997
661340,Japan,2034,40-44,40,3206.864,3069.9359999999997
661341,Japan,2034,45-49,45,3554.6929999999998,3416.4040000000005
661342,Japan,2034,50-54,50,3919.3990000000003,3797.187
661343,Japan,2034,55-59,55,4328.888,4261.45
661344,Japan,2034,60-64,60,4792.096,4783.786
661345,Japan,2034,65-69,65,3890.7929999999997,4038.99
661346,Japan,2034,70-74,70,3411.1540000000005,3662.9440000000004
661347,Japan,2034,75-79,75,3039.8520000000003,3499.881
661348,Japan,2034,80-84,80,2895.509,3760.7740000000003
661349,Japan,2034,85-89,85,2163.134,3414.136
661350,Japan,2034,90-94,90,878.284,1858.184
661351,Japan,2034,95-99,95,269.269,783.8480000000001
661352,Japan,2034,100+,100,30.37,179.188
661353,Japan,2035,0-4,0,2159.11,2045.497
661354,Japan,2035,5-9,5,2180.345,2065.931
661355,Japan,2035,10-14,10,2264.475,2146.034
661356,Japan,2035,15-19,15,2469.245,2341.451
661357,Japan,2035,20-24,20,2804.42,2662.808
661358,Japan,2035,25-29,25,2904.12,2762.3959999999997
661359,Japan,2035,30-34,30,2957.417,2817.0240000000003
661360,Japan,2035,35-39,35,3089.757,2948.007
661361,Japan,2035,40-44,40,3160.972,3023.388
661362,Japan,2035,45-49,45,3473.2329999999997,3335.41
661363,Japan,2035,50-54,50,3849.51,3720.8959999999997
661364,Japan,2035,55-59,55,4171.781,4102.031
661365,Japan,2035,60-64,60,4822.206,4801.877
661366,Japan,2035,65-69,65,4001.877,4143.282
661367,Japan,2035,70-74,70,3462.1659999999997,3712.25
661368,Japan,2035,75-79,75,3010.748,3446.592
661369,Japan,2035,80-84,80,2836.4240000000004,3649.8190000000004
661370,Japan,2035,85-89,85,2206.226,3481.6409999999996
661371,Japan,2035,90-94,90,921.704,1967.6970000000001
661372,Japan,2035,95-99,95,250.165,777.1080000000001
661373,Japan,2035,100+,100,32.187,186.91099999999997
661374,Japan,2036,0-4,0,2158.1620000000003,2045.631
661375,Japan,2036,5-9,5,2173.83,2060.841
661376,Japan,2036,10-14,10,2241.761,2125.692
661377,Japan,2036,15-19,15,2417.731,2293.931
661378,Japan,2036,20-24,20,2755.348,2617.575
661379,Japan,2036,25-29,25,2897.2540000000004,2757.159
661380,Japan,2036,30-34,30,2942.889,2804.6259999999997
661381,Japan,2036,35-39,35,3069.368,2930.0370000000003
661382,Japan,2036,40-44,40,3130.278,2995.397
661383,Japan,2036,45-49,45,3395.652,3262.683
661384,Japan,2036,50-54,50,3772.155,3645.498
661385,Japan,2036,55-59,55,4049.6609999999996,3981.7509999999997
661386,Japan,2036,60-64,60,4761.904,4746.476
661387,Japan,2036,65-69,65,4138.388,4277.992
661388,Japan,2036,70-74,70,3501.69,3762.905
661389,Japan,2036,75-79,75,2987.725,3416.7140000000004
661390,Japan,2036,80-84,80,2742.6209999999996,3515.473
661391,Japan,2036,85-89,85,2198.241,3435.305
661392,Japan,2036,90-94,90,1017.235,2079.947
661393,Japan,2036,95-99,95,268.623,810.666
661394,Japan,2036,100+,100,34.04,194.655
661395,Japan,2037,0-4,0,2156.095,2044.41
661396,Japan,2037,5-9,5,2169.136,2057.13
661397,Japan,2037,10-14,10,2222.826,2108.516
661398,Japan,2037,15-19,15,2374.5460000000003,2253.867
661399,Japan,2037,20-24,20,2691.868,2558.229
661400,Japan,2037,25-29,25,2890.61,2751.653
661401,Japan,2037,30-34,30,2933.449,2796.655
661402,Japan,2037,35-39,35,3041.784,2904.64
661403,Japan,2037,40-44,40,3114.8520000000003,2981.4159999999997
661404,Japan,2037,45-49,45,3320.184,3190.8709999999996
661405,Japan,2037,50-54,50,3690.2070000000003,3566.3940000000002
661406,Japan,2037,55-59,55,3967.8990000000003,3896.237
661407,Japan,2037,60-64,60,4613.185,4605.095
661408,Japan,2037,65-69,65,4313.6359999999995,4444.055
661409,Japan,2037,70-74,70,3540.344,3812.327
661410,Japan,2037,75-79,75,3001.708,3427.907
661411,Japan,2037,80-84,80,2653.4559999999997,3396.696
661412,Japan,2037,85-89,85,2161.5229999999997,3350.045
661413,Japan,2037,90-94,90,1088.156,2172.554
661414,Japan,2037,95-99,95,297.453,857.421
661415,Japan,2037,100+,100,35.909,202.145
661416,Japan,2038,0-4,0,2152.894,2041.595
661417,Japan,2038,5-9,5,2165.899,2054.26
661418,Japan,2038,10-14,10,2206.978,2093.669
661419,Japan,2038,15-19,15,2338.248,2219.657
661420,Japan,2038,20-24,20,2620.2110000000002,2490.406
661421,Japan,2038,25-29,25,2879.593,2741.2690000000002
661422,Japan,2038,30-34,30,2927.337,2791.138
661423,Japan,2038,35-39,35,3010.6020000000003,2874.972
661424,Japan,2038,40-44,40,3108.3059999999996,2975.0879999999997
661425,Japan,2038,45-49,45,3250.35,3123.22
661426,Japan,2038,50-54,50,3605.452,3484.488
661427,Japan,2038,55-59,55,3912.673,3833.6409999999996
661428,Japan,2038,60-64,60,4412.928,4410.715999999999
661429,Japan,2038,65-69,65,4489.554,4606.64
661430,Japan,2038,70-74,70,3588.507,3868.605
661431,Japan,2038,75-79,75,3041.575,3467.71
661432,Japan,2038,80-84,80,2579.805,3296.673
661433,Japan,2038,85-89,85,2109.632,3243.9179999999997
661434,Japan,2038,90-94,90,1141.641,2262.1
661435,Japan,2038,95-99,95,322.142,901.43
661436,Japan,2038,100+,100,37.814,209.592
661437,Japan,2039,0-4,0,2148.95,2037.351
661438,Japan,2039,5-9,5,2163.553,2051.514
661439,Japan,2039,10-14,10,2193.5589999999997,2080.355
661440,Japan,2039,15-19,15,2305.9339999999997,2188.351
661441,Japan,2039,20-24,20,2550.324,2423.351
661442,Japan,2039,25-29,25,2857.562,2719.491
661443,Japan,2039,30-34,30,2921.7729999999997,2785.1220000000003
661444,Japan,2039,35-39,35,2982.415,2847.1279999999997
661445,Japan,2039,40-44,40,3100.6209999999996,2966.5809999999997
661446,Japan,2039,45-49,45,3191.533,3064.914
661447,Japan,2039,50-54,50,3521.907,3402.441
661448,Japan,2039,55-59,55,3858.965,3771.585
661449,Japan,2039,60-64,60,4220.075,4218.0779999999995
661450,Japan,2039,65-69,65,4609.147,4713.045
661451,Japan,2039,70-74,70,3664.429,3946.613
661452,Japan,2039,75-79,75,3093.362,3519.171
661453,Japan,2039,80-84,80,2535.749,3225.555
661454,Japan,2039,85-89,85,2061.594,3146.2329999999997
661455,Japan,2039,90-94,90,1173.968,2344.808
661456,Japan,2039,95-99,95,330.741,930.462
661457,Japan,2039,100+,100,39.778,217.301
661458,Japan,2040,0-4,0,2144.235,2031.4460000000001
661459,Japan,2040,5-9,5,2161.4,2048.041
661460,Japan,2040,10-14,10,2182.178,2068.029
661461,Japan,2040,15-19,15,2275.784,2158.062
661462,Japan,2040,20-24,20,2488.5,2362.8579999999997
661463,Japan,2040,25-29,25,2820.755,2682.515
661464,Japan,2040,30-34,30,2914.527,2776.204
661465,Japan,2040,35-39,35,2961.13,2824.631
661466,Japan,2040,40-44,40,3085.48,2949.591
661467,Japan,2040,45-49,45,3146.652,3018.684
661468,Japan,2040,50-54,50,3442.285,3322.0679999999998
661469,Japan,2040,55-59,55,3791.647,3696.225
661470,Japan,2040,60-64,60,4070.611,4061.566
661471,Japan,2040,65-69,65,4639.644,4731.973
661472,Japan,2040,70-74,70,3775.86,4051.992
661473,Japan,2040,75-79,75,3149.454,3572.074
661474,Japan,2040,80-84,80,2527.717,3190.5029999999997
661475,Japan,2040,85-89,85,2028.921,3083.222
661476,Japan,2040,90-94,90,1188.0539999999999,2411.942
661477,Japan,2040,95-99,95,314.66900000000004,938.0210000000001
661478,Japan,2040,100+,100,41.828,225.503
661479,Japan,2041,0-4,0,2138.001,2026.259
661480,Japan,2041,5-9,5,2160.328,2047.819
661481,Japan,2041,10-14,10,2176.361,2063.377
661482,Japan,2041,15-19,15,2252.555,2136.971
661483,Japan,2041,20-24,20,2435.83,2313.75
661484,Japan,2041,25-29,25,2771.3309999999997,2636.42
661485,Japan,2041,30-34,30,2907.336,2770.308
661486,Japan,2041,35-39,35,2946.3,2811.611
661487,Japan,2041,40-44,40,3064.762,2930.953
661488,Japan,2041,45-49,45,3115.783,2990.119
661489,Japan,2041,50-54,50,3365.105,3249.094
661490,Japan,2041,55-59,55,3714.967,3620.6890000000003
661491,Japan,2041,60-64,60,3952.258,3942.098
661492,Japan,2041,65-69,65,4580.972,4676.045
661493,Japan,2041,70-74,70,3905.098,4182.409000000001
661494,Japan,2041,75-79,75,3181.303,3616.634
661495,Japan,2041,80-84,80,2512.0170000000003,3159.9359999999997
661496,Japan,2041,85-89,85,1976.575,2973.13
661497,Japan,2041,90-94,90,1223.844,2409.895
661498,Japan,2041,95-99,95,354.156,1016.321
661499,Japan,2041,100+,100,43.945,234.574
661500,Japan,2042,0-4,0,2132.847,2021.88
661501,Japan,2042,5-9,5,2158.327,2046.4379999999999
661502,Japan,2042,10-14,10,2172.311,2060.0879999999997
661503,Japan,2042,15-19,15,2233.486,2119.49
661504,Japan,2042,20-24,20,2392.014,2272.746
661505,Japan,2042,25-29,25,2707.796,2576.591
661506,Japan,2042,30-34,30,2900.555,2764.369
661507,Japan,2042,35-39,35,2936.762,2803.2529999999997
661508,Japan,2042,40-44,40,3037.173,2905.208
661509,Japan,2042,45-49,45,3100.4120000000003,2975.809
661510,Japan,2042,50-54,50,3290.445,3177.369
661511,Japan,2042,55-59,55,3634.467,3541.952
661512,Japan,2042,60-64,60,3873.2690000000002,3857.438
